dstport,protocol,tag
5207,aggfrag,sv_P1
55945,ospfigp,sv_P5
21682,ipv6-nonxt,sv_P5
27938,ipv4,sv_P4
42062,cbt,sv_P4
48534,chaos,sv_P2
46496,manet,sv_P1
65400,i-nlsp,sv_P4
41745,larp,email
60294,ddp,email
59005,igp,sv_P5
40036,ptp,sv_P4
9301,idpr-cmtp,sv_P4
44457,fire,email
48346,hip,sv_P2
49372,srp,sv_P2
36311,visa,sv_P4
44535,tlsp,sv_P2
7295,merit-inp,sv_P2
57235,pup,sv_P1
43032,ah,email
25251,isis over ipv4,sv_P5
70,,email
47418,cbt,sv_P2
58718,wsn,email
57029,mfe-nsp,email
59161,udplite,email
53009,ifmp,email
16555,pipe,sv_P4
11628,rohc,sv_P2
343,tcp,sv_P3
50405,mtp,sv_P2
11820,iatp,sv_P3
23250,tlsp,sv_P2
20987,iso-tp4,email
28772,,sv_P4
50783,wb-mon,sv_P3
34134,pipe,email
60923,,sv_P2
21148,dgp,sv_P2
38519,stp,sv_P5
41441,encap,sv_P4
33742,mfe-nsp,sv_P3
56456,3pc,sv_P3
16919,swipe (deprecated),sv_P2
52042,irtp,sv_P3
40340,,sv_P1
65486,leaf-2,sv_P2
54553,isis over ipv4,sv_P2
36967,igmp,email
12086,i-nlsp,email
11976,ipv6,email
1934,irtp,email
13483,vines,sv_P2
47084,dccp,email
59388,,sv_P1
44090,vrrp,sv_P3
65046,pipe,sv_P5
28619,leaf-1,sv_P5
23434,i-nlsp,sv_P4
42238,nvp-ii,sv_P4
43212,netblt,sv_P5
7578,,sv_P3
24555,l2tp,sv_P2
26189,iatp,sv_P4
26508,l2tp,email
16832,cbt,sv_P5
52914,cftp,sv_P2
27809,sdrp,sv_P2
58934,cftp,sv_P1
62113,mtp,sv_P5
60428,pgm,sv_P4
26826,tcf,sv_P5
63433,wb-expak,sv_P2
53903,rohc,sv_P3
39378,etherip,sv_P1
29165,pim,sv_P2
56637,secure-vmtp,sv_P2
28322,aris,sv_P2
39941,i-nlsp,sv_P4
50459,vines,sv_P5
23258,pvp,sv_P3
12353,pup,sv_P4
7489,larp,sv_P1
42098,udplite,sv_P3
3505,xtp,sv_P3
15169,eigrp,email
47306,iso-tp4,sv_P5
31930,mfe-nsp,email
24024,udp,sv_P1
30102,rvd,sv_P4
27040,sat-mon,sv_P4
45313,hip,sv_P4
49863,etherip,sv_P1
17218,wesp,sv_P2
60433,tcf,sv_P2
25999,narp,sv_P4
11492,cbt,sv_P4
64461,eigrp,sv_P3
3787,isis over ipv4,sv_P5
59700,shim6,sv_P2
42006,mpls-in-ip,sv_P5
32434,ah,email
17033,mobility header,sv_P1
30312,qnx,email
6287,encap,sv_P3
63511,rvd,sv_P5
3557,,sv_P1
10546,sat-mon,sv_P4
9900,st,email
61672,ipv6-frag,sv_P3
37774,l2tp,email
57752,ax.25,sv_P5
52428,vines,sv_P1
32964,gre,sv_P1
13283,a/n,email
40547,wb-expak,sv_P5
14870,scc-sp,sv_P1
23724,sscopmce,sv_P3
53280,sat-expak,sv_P4
11752,st,sv_P5
50002,ipip,sv_P3
63755,gre,email
26422,crudp,sv_P5
5701,nsh,sv_P5
3717,l2tp,email
5516,shim6,email
32183,rdp,sv_P3
9175,xns-idp,sv_P3
11521,ippc,sv_P3
37697,srp,sv_P5
29828,pnni,sv_P1
29254,icmp,sv_P3
36670,min-ipv4,email
17282,idrp,sv_P4
34997,igp,email
37832,rsvp-e2e-ignore,email
10613,pgm,email
54122,pgm,email
21856,tcp,sv_P1
4090,vmtp,sv_P1
9273,aris,sv_P2
15741,micp (deprecated),sv_P4
41016,ipv6-route,sv_P1
52351,narp,sv_P3
9166,chaos,sv_P1
24822,sat-mon,sv_P1
1469,a/n,email
36710,scc-sp,sv_P5
64293,micp (deprecated),sv_P5
22782,ax.25,email
46165,rohc,sv_P3
5619,visa,sv_P5
31586,hmp,email
55683,hopopt,sv_P1
9555,ddx,sv_P3
21304,cpnx,sv_P2
32142,kryptolan,sv_P1
19724,snp,sv_P4
37773,pup,email
64455,ethernet,sv_P4
54721,pnni,sv_P1
43854,cphb,email
36555,wsn,sv_P1
64647,pipe,sv_P1
12464,rsvp-e2e-ignore,sv_P4
55631,pnni,sv_P3
60370,esp,email
22685,hopopt,sv_P3
28222,mfe-nsp,sv_P1
21311,visa,sv_P1
25478,idpr,sv_P5
31003,mobility header,sv_P2
39303,esp,sv_P4
38719,xnet,sv_P3
9029,iatp,sv_P1
19694,hmp,sv_P5
30532,3pc,sv_P2
25924,larp,email
48220,sdrp,sv_P4
43056,wesp,sv_P5
21928,,email
1502,crtp,sv_P4
11396,rsvp-e2e-ignore,sv_P5
26765,a/n,sv_P3
33746,xns-idp,sv_P5
49872,iptm,sv_P3
10849,sscopmce,sv_P3
62520,idpr,sv_P2
57830,pnni,sv_P1
17012,cbt,sv_P2
13745,ggp,sv_P2
51543,gmtp,sv_P5
14910,crudp,sv_P1
52030,fc,email
17863,visa,sv_P5
46051,idpr,sv_P1
48988,mpls-in-ip,sv_P2
21024,leaf-1,sv_P4
8084,snp,email
48718,igp,sv_P2
60079,iso-ip,email
27087,eigrp,sv_P4
24198,cbt,sv_P4
7929,uti,email
1990,mux,sv_P4
2437,egp,sv_P4
22370,nsfnet-igp,email
60071,xtp,sv_P2
24532,aris,email
34022,tp++,email
63239,fire,email
14901,merit-inp,sv_P3
63443,rsvp,sv_P2
20831,rdp,sv_P3
15954,ippc,sv_P5
7275,visa,sv_P1
55199,,sv_P4
4042,isis over ipv4,email
43352,iptm,email
18559,bna,sv_P2
15164,sprite-rpc,sv_P3
32408,emcon,sv_P3
42421,wb-mon,email
56097,i-nlsp,sv_P5
33111,ippc,sv_P5
49288,larp,sv_P1
42632,trunk-2,sv_P3
27846,tp++,sv_P4
64499,ptp,sv_P4
41959,iso-tp4,sv_P1
20968,igmp,email
65350,trunk-1,sv_P4
53433,aris,sv_P2
12657,smp,sv_P4
32445,ipv6-icmp,sv_P5
59880,compaq-peer,email
40365,dccp,sv_P3
58189,smp,sv_P1
7945,hmp,sv_P4
32324,uti,sv_P1
38931,trunk-2,sv_P2
45539,ggp,email
10681,esp,sv_P1
24880,manet,email
7325,merit-inp,sv_P5
63916,,sv_P5
65361,mtp,sv_P3
5019,ippc,sv_P2
43369,vrrp,sv_P1
34639,rsvp,sv_P1
63381,prm,sv_P3
4442,xnet,sv_P3
31464,iso-ip,sv_P4
64813,gre,sv_P1
23360,netblt,sv_P1
50180,icmp,email
32529,scps,sv_P5
9928,isis over ipv4,sv_P3
10818,irtp,email
34294,sm (deprecated),sv_P1
58309,hip,sv_P2
16575,igmp,sv_P2
32205,visa,sv_P2
53946,tlsp,email
54808,igp,sv_P2
40231,mux,sv_P5
13632,mobility header,email
45609,xnet,sv_P4
10987,ipv6-opts,email
29860,pup,email
47157,vrrp,sv_P5
27077,sscopmce,sv_P5
33341,iso-tp4,email
40440,mtp,sv_P5
18119,ospfigp,sv_P4
53965,idpr,sv_P2
48516,netblt,email
57121,udp,sv_P5
62827,compaq-peer,sv_P4
1743,cphb,sv_P1
54250,xtp,sv_P2
1732,gre,sv_P1
52251,gre,sv_P1
53923,xtp,sv_P2
57793,ddx,sv_P5
6336,etherip,sv_P4
64013,sscopmce,sv_P3
44756,wesp,sv_P2
52091,aggfrag,sv_P5
4150,leaf-2,sv_P5
59139,udp,sv_P1
19328,ax.25,sv_P4
43108,trunk-1,email
49270,mfe-nsp,sv_P4
63379,,sv_P4
27597,ifmp,sv_P3
18744,iatp,sv_P5
61486,tlsp,sv_P4
3438,hmp,sv_P3
7143,,sv_P5
23242,trunk-1,sv_P5
43331,st,email
20101,ipv4,sv_P4
60419,ddp,email
63558,srp,sv_P4
8261,shim6,email
58703,merit-inp,sv_P4
7220,sdrp,sv_P1
52657,dsr,sv_P1
37520,dcn-meas,sv_P4
35757,aggfrag,sv_P4
63315,esp,sv_P1
51624,sdrp,sv_P1
57814,eigrp,sv_P1
45492,tcf,sv_P4
50891,netblt,sv_P4
15596,pvp,sv_P4
8465,esp,sv_P1
29525,pvp,sv_P1
27593,cbt,sv_P5
50985,egp,email
7353,rsvp-e2e-ignore,sv_P2
53742,dgp,sv_P5
5227,iatp,sv_P1
19044,ipx-in-ip,sv_P2
27071,fc,sv_P3
51360,mobility header,sv_P4
52104,argus (deprecated),sv_P4
31897,emcon,sv_P4
24144,trunk-1,sv_P3
31366,gmtp,sv_P1
28587,ipx-in-ip,sv_P2
44662,,email
60608,sun-nd,sv_P5
40484,,sv_P4
16508,ospfigp,sv_P4
51797,il,sv_P4
31342,3pc,sv_P3
54451,sat-expak,sv_P5
62108,iso-tp4,sv_P1
28377,hopopt,sv_P1
53284,gmtp,sv_P2
56702,trunk-2,sv_P4
36446,idpr,sv_P2
63761,wsn,sv_P1
29073,sat-mon,sv_P4
61882,rvd,sv_P5
28214,igp,email
21747,iatp,sv_P4
61713,fc,sv_P1
8637,rsvp-e2e-ignore,sv_P4
26058,mpls-in-ip,sv_P2
38112,iptm,sv_P3
29400,mpls-in-ip,sv_P2
31039,vmtp,sv_P4
8248,ipcv,sv_P4
58134,vines,sv_P5
15034,wb-expak,sv_P2
5498,,sv_P1
50230,swipe (deprecated),sv_P3
52587,hmp,sv_P2
1696,encap,sv_P2
1680,wb-expak,sv_P1
36156,sscopmce,sv_P4
63183,trunk-2,sv_P1
37605,ippc,sv_P2
14749,ddp,sv_P5
7483,skip,sv_P1
29167,etherip,sv_P1
7348,wsn,sv_P3
50272,visa,sv_P1
25328,dccp,email
50561,cbt,sv_P1
33087,,sv_P5
48124,iatp,sv_P4
35790,xnet,sv_P2
13086,i-nlsp,sv_P5
39272,ptp,sv_P2
2887,irtp,sv_P5
16166,ipv6-opts,sv_P2
3052,wsn,sv_P2
11737,idrp,sv_P3
35463,netblt,sv_P2
55550,snp,sv_P2
10139,ipv6-icmp,sv_P5
35830,ippc,email
3256,compaq-peer,email
35221,br-sat-mon,email
55106,ah,sv_P3
55594,vines,sv_P1
46830,ax.25,sv_P2
37902,mfe-nsp,sv_P4
3704,sps,email
82,netblt,sv_P4
35629,igp,sv_P5
32640,iso-tp4,email
55254,kryptolan,sv_P2
18545,dccp,sv_P5
4808,irtp,sv_P4
26325,a/n,email
19426,hip,sv_P3
8193,dsr,sv_P2
44264,,email
10414,ospfigp,sv_P5
13439,iplt,sv_P5
42914,ptp,sv_P2
60582,larp,sv_P3
14763,pipe,sv_P3
51261,crudp,sv_P1
55576,argus (deprecated),email
15406,crudp,email
2103,leaf-2,email
32796,visa,sv_P4
24459,aggfrag,sv_P4
27756,crtp,sv_P4
18550,hopopt,sv_P5
58941,hmp,sv_P3
39724,egp,sv_P5
23863,iso-ip,sv_P3
2330,argus (deprecated),sv_P2
48106,skip,sv_P5
46405,dcn-meas,sv_P3
45554,ipv6-icmp,sv_P2
26731,,sv_P1
14327,st,sv_P4
27748,nsh,sv_P2
15853,uti,sv_P1
55987,igmp,sv_P1
49564,idpr-cmtp,sv_P3
30632,3pc,sv_P1
7414,a/n,sv_P2
63642,prm,sv_P4
50605,iso-tp4,sv_P5
50973,igp,sv_P3
7108,sdrp,sv_P4
54180,aggfrag,email
17275,gmtp,sv_P1
2564,nsh,sv_P4
39691,,sv_P3
65464,sun-nd,email
14188,ethernet,sv_P5
56054,wb-expak,sv_P3
1,nsh,sv_P3
20526,xns-idp,email
6923,leaf-2,sv_P1
27424,esp,sv_P5
11235,stp,sv_P3
577,ipv6-frag,sv_P2
21538,pup,sv_P5
59931,uti,sv_P1
2980,,sv_P5
62134,,sv_P3
37343,mux,sv_P4
58161,hopopt,sv_P1
28651,leaf-1,sv_P2
46071,esp,email
38841,min-ipv4,sv_P3
36496,igp,email
52037,rdp,sv_P1
17942,micp (deprecated),sv_P1
651,ax.25,sv_P5
58666,ipcv,sv_P2
46572,stp,sv_P5
49391,udp,sv_P1
62669,wb-mon,sv_P1
57770,pnni,sv_P2
42019,isis over ipv4,email
60356,ddx,email
50094,nsfnet-igp,sv_P4
14959,skip,sv_P2
36809,br-sat-mon,email
25903,crtp,sv_P5
38764,hip,sv_P3
44355,l2tp,sv_P4
62551,,sv_P4
60133,wsn,email
30927,scps,email
58708,micp (deprecated),sv_P3
25109,hmp,sv_P5
54890,egp,sv_P3
64755,secure-vmtp,sv_P3
4286,pnni,sv_P4
53073,smp,sv_P3
2971,pvp,sv_P5
21180,pvp,email
58703,gmtp,sv_P2
24106,rdp,sv_P2
62723,iso-ip,email
33033,scc-sp,sv_P2
16506,xns-idp,email
13331,dsr,sv_P5
28025,rvd,email
64315,fc,email
39434,dcn-meas,sv_P5
30010,iatp,sv_P3
5122,argus (deprecated),sv_P3
18733,dgp,sv_P2
57744,eigrp,email
58506,igp,email
12495,aggfrag,sv_P2
64073,hopopt,email
27811,sm (deprecated),email
17219,dcn-meas,email
39446,ipv6-nonxt,sv_P1
58319,rsvp,sv_P1
62987,isis over ipv4,sv_P3
27335,aris,sv_P5
44010,fc,sv_P1
59605,secure-vmtp,email
21830,ax.25,sv_P3
58070,cbt,sv_P3
7658,crudp,sv_P1
49923,tp++,sv_P1
42405,ggp,email
42939,scps,sv_P4
57541,idpr-cmtp,sv_P4
63619,prm,sv_P5
63692,iso-ip,sv_P1
30435,hmp,sv_P1
65423,sm (deprecated),email
26528,ifmp,email
12892,scc-sp,sv_P1
29958,sm (deprecated),sv_P4
33845,gmtp,sv_P4
54853,smp,email
3870,narp,sv_P4
63427,min-ipv4,email
63882,micp (deprecated),sv_P5
34271,gmtp,sv_P5
16522,tcf,email
54571,,email
39725,dsr,sv_P4
29804,mobility header,sv_P4
20308,idpr,sv_P5
24138,eigrp,sv_P3
9950,wsn,sv_P3
54565,encap,sv_P3
61033,pup,sv_P2
33288,scps,sv_P4
6946,ipv6-frag,sv_P5
4109,ptp,sv_P5
10070,wb-mon,sv_P1
51160,hmp,email
54501,wsn,email
3295,3pc,sv_P3
62889,rsvp,email
40358,iso-tp4,sv_P1
12928,cpnx,email
44161,pgm,sv_P1
52181,sat-mon,sv_P1
59439,eigrp,sv_P1
10945,,sv_P2
49552,ptp,sv_P5
57093,isis over ipv4,email
6252,eigrp,sv_P2
20913,ipcomp,email
2837,ipv6-icmp,sv_P4
58102,compaq-peer,sv_P4
45547,manet,sv_P5
51520,rvd,sv_P3
25328,aris,sv_P5
2345,3pc,sv_P2
42207,ddx,sv_P1
46264,micp (deprecated),sv_P1
6090,rsvp-e2e-ignore,sv_P5
21516,wesp,email
52422,,email
28750,xtp,sv_P3
935,merit-inp,sv_P5
46099,pvp,sv_P5
48919,leaf-2,sv_P3
45345,,sv_P4
4981,prm,sv_P2
52088,iplt,sv_P3
56809,bna,sv_P5
50523,ipv4,sv_P4
31535,icmp,email
52515,iplt,sv_P5
9749,cpnx,sv_P4
18967,dcn-meas,sv_P5
22817,fire,sv_P4
1881,chaos,sv_P4
55724,fc,sv_P4
14330,mpls-in-ip,sv_P5
34480,argus (deprecated),sv_P2
51405,st,email
35580,cpnx,sv_P3
6725,trunk-1,sv_P4
59146,irtp,sv_P2
10190,igp,email
47501,crudp,sv_P5
32300,ddx,sv_P1
51796,compaq-peer,sv_P3
53937,isis over ipv4,sv_P3
55812,narp,sv_P3
44735,ipip,email
36669,rohc,sv_P1
2390,idpr,sv_P5
53627,ax.25,sv_P3
32233,udp,sv_P1
54873,irtp,sv_P1
31685,ipv6-nonxt,sv_P3
1097,gre,sv_P2
15160,udp,sv_P5
17236,3pc,sv_P3
19893,iptm,sv_P4
30527,sscopmce,sv_P1
29594,iatp,email
47407,eigrp,sv_P2
51081,aris,sv_P4
1951,mux,email
21118,visa,sv_P2
49415,wsn,sv_P4
54378,secure-vmtp,sv_P5
16322,tlsp,sv_P5
21395,mtp,email
42799,xnet,sv_P2
19742,qnx,email
7890,ipv4,sv_P2
7944,iso-tp4,sv_P4
9272,ipv6-nonxt,sv_P5
63690,ddx,sv_P1
2622,smp,sv_P5
10431,sscopmce,sv_P3
64461,br-sat-mon,sv_P1
49806,ifmp,sv_P3
15034,visa,sv_P1
36334,iso-ip,sv_P4
24780,idpr-cmtp,sv_P1
50165,tcf,sv_P4
60762,kryptolan,sv_P5
61928,cftp,sv_P1
61693,ipcomp,sv_P3
64131,idrp,sv_P3
62730,swipe (deprecated),sv_P4
29297,ipv4,sv_P4
26159,mobility header,sv_P2
52919,igmp,sv_P2
65080,3pc,email
2467,pgm,sv_P4
45976,nsh,sv_P4
1569,iso-tp4,sv_P2
38731,vrrp,sv_P5
15353,cftp,sv_P4
18684,mux,sv_P2
1482,hmp,email
19061,ipv6-frag,sv_P4
34290,isis over ipv4,sv_P2
38232,udplite,sv_P2
38183,wsn,sv_P3
17204,ipv6-frag,email
51981,hmp,sv_P2
35319,fire,email
42779,aggfrag,email
53565,wb-expak,sv_P3
15561,mfe-nsp,sv_P3
40900,sps,sv_P3
18328,ipv6-frag,email
5615,fire,sv_P2
22176,esp,sv_P1
53774,shim6,sv_P3
12392,sps,email
18359,srp,email
9702,dccp,sv_P4
30942,ifmp,sv_P2
18127,a/n,sv_P4
46392,igp,email
3209,scps,sv_P5
49803,br-sat-mon,sv_P4
25603,ddp,sv_P3
45753,netblt,sv_P2
24898,icmp,email
52987,ddx,sv_P5
60248,aris,sv_P4
48204,dcn-meas,sv_P2
39615,secure-vmtp,sv_P4
7721,qnx,sv_P1
32280,micp (deprecated),sv_P4
62250,iplt,email
19371,dgp,email
40131,stp,sv_P4
34878,ippc,sv_P5
33575,udp,sv_P3
33598,tcf,sv_P5
30818,sat-mon,sv_P3
24936,shim6,sv_P3
33944,micp (deprecated),sv_P2
32817,tlsp,sv_P1
44950,irtp,sv_P2
57715,idrp,email
61590,esp,sv_P4
61971,ipip,sv_P5
63037,ptp,sv_P3
60991,micp (deprecated),sv_P2
32686,ipcomp,sv_P1
59681,fire,email
9191,trunk-1,sv_P1
11883,visa,sv_P1
33319,min-ipv4,sv_P4
29205,compaq-peer,sv_P5
26580,trunk-2,sv_P5
43375,pipe,sv_P2
9751,i-nlsp,sv_P4
42129,sat-mon,sv_P3
31958,kryptolan,sv_P2
49640,st,sv_P4
18401,xnet,sv_P5
58852,wesp,sv_P2
18321,snp,sv_P1
25740,sctp,sv_P3
6581,,sv_P4
49091,cftp,sv_P1
53552,rdp,sv_P2
54616,scps,sv_P1
28636,ippc,sv_P4
6052,sctp,sv_P5
36385,narp,email
23546,xns-idp,sv_P2
32551,iso-tp4,sv_P2
10356,wb-expak,sv_P3
27058,bna,sv_P5
27000,iplt,email
28936,trunk-1,sv_P4
6827,,sv_P1
20382,udp,email
50021,swipe (deprecated),sv_P1
14238,ax.25,sv_P1
2633,crtp,sv_P1
32222,udplite,email
19820,ethernet,sv_P2
63117,3pc,email
59332,tcp,sv_P3
49302,dccp,sv_P4
42951,ipv6-frag,sv_P4
57224,tp++,sv_P5
54996,xtp,sv_P5
20165,ipv6-nonxt,sv_P1
32506,vrrp,sv_P2
51134,nsfnet-igp,email
29213,leaf-2,sv_P5
25046,pipe,email
36375,rdp,sv_P1
21213,rsvp,sv_P5
32496,ipip,sv_P1
44021,larp,email
17998,chaos,sv_P5
19587,esp,email
31056,wb-expak,sv_P5
21795,narp,sv_P5
48233,,sv_P5
55294,ddp,sv_P1
24422,bna,email
41029,icmp,sv_P3
41718,tcf,sv_P4
1172,snp,email
44293,aggfrag,sv_P3
27640,trunk-1,sv_P4
35522,ipcv,email
27671,ah,email
61815,ipv4,sv_P4
13825,sscopmce,email
46970,ipip,sv_P2
39575,rsvp,sv_P4
7151,ethernet,sv_P2
55684,crudp,email
60232,trunk-2,sv_P5
16500,micp (deprecated),email
22942,egp,sv_P1
22856,min-ipv4,sv_P5
30898,swipe (deprecated),sv_P5
16046,sun-nd,sv_P2
25579,ipv6-route,sv_P1
2518,sat-expak,sv_P3
10660,sat-expak,sv_P3
52336,l2tp,sv_P3
40330,nsh,sv_P2
2589,pim,sv_P3
41079,rohc,sv_P3
45535,,sv_P3
14091,i-nlsp,email
56173,narp,sv_P5
41757,sps,email
52205,st,sv_P4
19997,encap,email
50795,tp++,sv_P4
2849,,sv_P4
13190,idrp,sv_P5
39907,micp (deprecated),sv_P5
49029,leaf-2,sv_P1
25901,idpr,sv_P3
23077,cbt,sv_P4
54541,idpr-cmtp,sv_P5
8370,tlsp,sv_P3
12933,rsvp-e2e-ignore,sv_P4
24341,icmp,email
2049,qnx,sv_P4
28072,compaq-peer,sv_P4
6941,mtp,sv_P5
26380,dgp,email
43979,nvp-ii,sv_P3
55254,wesp,sv_P2
17209,kryptolan,sv_P2
23291,cbt,sv_P4
60944,ipcv,email
50705,ipv6-frag,sv_P2
25268,3pc,sv_P2
21870,ah,sv_P5
14378,cbt,sv_P3
54886,ifmp,email
61868,ddp,email
53989,sctp,sv_P3
33303,encap,email
30943,st,sv_P1
53362,idpr-cmtp,sv_P4
56526,rsvp,sv_P3
24139,fc,sv_P1
65154,l2tp,sv_P1
32782,ipv6-route,email
2801,scps,sv_P5
58283,pipe,email
55860,ipv6-frag,sv_P4
5884,egp,sv_P1
37583,,sv_P4
29217,ippc,sv_P4
34029,vmtp,sv_P5
45854,mfe-nsp,email
17121,ipv6-icmp,sv_P4
56026,pnni,email
24685,,sv_P2
22799,fire,sv_P2
60767,ipv6-route,sv_P2
16724,rsvp,sv_P4
29040,,sv_P3
57084,secure-vmtp,sv_P4
13315,ipv6-opts,sv_P2
22682,hopopt,sv_P2
3493,dsr,sv_P4
13166,iatp,sv_P2
10689,shim6,sv_P4
2763,iso-tp4,sv_P3
27712,narp,sv_P2
44903,trunk-1,sv_P4
18109,min-ipv4,sv_P4
36214,merit-inp,sv_P4
64393,rdp,sv_P5
63984,dcn-meas,sv_P1
30979,chaos,email
49439,pvp,sv_P2
18531,crudp,sv_P5
35381,aggfrag,sv_P2
38620,3pc,sv_P3
29511,pgm,email
63401,etherip,sv_P1
16591,smp,email
13123,trunk-1,sv_P1
50945,iplt,sv_P2
37677,tcp,email
6928,netblt,sv_P3
18691,wesp,sv_P2
56339,pup,sv_P3
6791,dccp,sv_P4
26857,,sv_P4
45255,snp,email
30255,ipx-in-ip,sv_P5
11548,igp,sv_P3
60441,pup,sv_P1
15492,snp,email
11823,vrrp,sv_P3
16092,manet,sv_P2
36206,crtp,email
9509,wsn,email
2678,l2tp,sv_P3
61327,dgp,sv_P4
63717,scps,sv_P2
45049,ipx-in-ip,sv_P5
39697,rohc,sv_P3
59287,uti,sv_P2
4912,smp,sv_P3
7675,rsvp,email
8145,ospfigp,sv_P3
17167,egp,email
25044,sprite-rpc,sv_P2
6346,encap,email
23269,ax.25,sv_P3
22038,ifmp,sv_P2
39354,rdp,sv_P1
24705,trunk-1,sv_P5
38797,compaq-peer,sv_P2
13784,ipv6-opts,sv_P1
51374,ipv6-icmp,sv_P3
43157,ifmp,sv_P3
30471,skip,sv_P4
7152,tp++,sv_P5
27084,trunk-2,sv_P4
21367,dsr,sv_P5
54664,vrrp,sv_P2
14448,esp,email
44499,mobility header,email
33173,isis over ipv4,sv_P1
26981,manet,sv_P4
36180,larp,email
36344,egp,sv_P2
53533,iptm,sv_P5
201,ptp,sv_P5
41810,,sv_P1
62887,mux,sv_P3
5090,egp,email
42769,i-nlsp,sv_P5
24587,3pc,sv_P1
8123,netblt,sv_P5
6659,a/n,email
3813,crtp,email
51910,uti,sv_P2
40152,nsfnet-igp,sv_P4
10372,smp,sv_P4
22647,bbn-rcc-mon,sv_P4
35726,tp++,sv_P5
14463,micp (deprecated),sv_P5
65010,nsfnet-igp,email
26011,ippc,sv_P5
5647,tcf,sv_P2
34101,dgp,sv_P4
3565,ipx-in-ip,sv_P4
14782,secure-vmtp,sv_P2
17641,mpls-in-ip,sv_P5
42074,vrrp,sv_P3
24169,emcon,sv_P1
57772,i-nlsp,sv_P2
3074,wb-expak,sv_P4
1642,micp (deprecated),email
42383,iatp,sv_P1
32335,udp,sv_P1
64946,merit-inp,sv_P5
32976,ptp,sv_P2
15538,sat-mon,sv_P4
59017,wsn,sv_P1
45066,nvp-ii,email
13599,ddx,email
11893,ggp,sv_P1
56587,3pc,sv_P1
268,vmtp,sv_P1
61320,ipv6-frag,sv_P1
33582,scps,sv_P2
20063,pipe,sv_P2
46149,pipe,sv_P5
22175,ipcomp,sv_P1
46571,fc,email
28050,ipip,sv_P4
64468,ipv4,sv_P3
27512,bbn-rcc-mon,sv_P2
2172,qnx,sv_P2
61649,qnx,sv_P5
41497,micp (deprecated),sv_P2
14175,sat-expak,sv_P1
39384,irtp,sv_P1
53150,sctp,sv_P5
28943,argus (deprecated),sv_P2
56872,leaf-1,sv_P2
46262,pgm,sv_P3
38450,chaos,sv_P3
29406,ipip,email
29719,rsvp,sv_P2
23669,prm,sv_P4
54408,ipip,sv_P2
46898,wb-mon,sv_P4
6630,gmtp,sv_P2
51577,bbn-rcc-mon,sv_P3
48413,cftp,email
3646,3pc,sv_P4
26660,narp,sv_P3
59441,dcn-meas,sv_P1
63286,il,sv_P4
31501,trunk-1,sv_P3
28045,dsr,sv_P5
47731,sat-mon,sv_P5
58305,nsfnet-igp,sv_P5
28181,vrrp,sv_P1
35593,isis over ipv4,sv_P2
5602,pnni,sv_P1
11004,tcp,sv_P4
40354,xns-idp,sv_P5
47984,icmp,sv_P5
46074,ippc,sv_P1
51293,mux,sv_P4
46305,br-sat-mon,sv_P5
10460,scc-sp,sv_P3
14413,,sv_P4
14131,gre,email
91,ptp,sv_P5
29056,qnx,sv_P3
54422,swipe (deprecated),email
60937,emcon,email
46592,hip,sv_P2
33068,,sv_P1
38196,ipv6-opts,sv_P4
46544,a/n,sv_P2
31970,igmp,sv_P1
64842,udp,sv_P5
19426,sat-mon,email
1843,encap,sv_P2
27363,tcf,sv_P3
62149,tcp,sv_P3
8382,rohc,sv_P3
16864,cftp,sv_P5
18575,visa,sv_P5
43190,kryptolan,sv_P2
24973,gre,sv_P3
5978,iatp,sv_P5
974,sps,sv_P1
44019,ipx-in-ip,sv_P3
12856,iso-ip,sv_P5
21141,bbn-rcc-mon,sv_P1
44377,scps,email
31831,hmp,sv_P3
60096,i-nlsp,sv_P1
52269,crtp,sv_P2
22991,mfe-nsp,email
28755,ptp,sv_P2
52,nsfnet-igp,sv_P3
15221,secure-vmtp,sv_P4
18475,pipe,sv_P3
26061,chaos,sv_P4
1194,wb-mon,sv_P5
15172,merit-inp,sv_P3
8506,hip,sv_P3
52988,ipcv,email
9064,idrp,sv_P4
41063,uti,sv_P4
28110,udp,sv_P3
51476,scc-sp,sv_P3
17087,idpr,sv_P5
55687,uti,sv_P5
33000,ipv6-route,sv_P3
60225,rohc,sv_P4
58836,aggfrag,sv_P2
724,ipx-in-ip,sv_P2
47127,vmtp,sv_P3
51488,ipv6-frag,sv_P1
36671,nvp-ii,sv_P1
50093,cbt,sv_P2
47078,sun-nd,sv_P1
14069,fc,sv_P5
28422,idpr,sv_P1
10116,leaf-2,email
42580,hmp,sv_P2
43834,rohc,sv_P4
4892,crudp,sv_P4
2686,ipv6-icmp,sv_P2
61625,ddx,sv_P4
33636,rsvp-e2e-ignore,sv_P1
42539,visa,sv_P3
8097,smp,sv_P5
18605,pipe,sv_P2
60975,qnx,sv_P3
15914,gmtp,sv_P4
60437,wesp,sv_P4
40613,ptp,sv_P4
63839,,sv_P3
6260,rohc,sv_P2
38081,nvp-ii,sv_P5
46721,larp,sv_P4
35662,mpls-in-ip,sv_P4
39015,min-ipv4,sv_P5
56196,prm,sv_P5
38786,leaf-1,sv_P2
63614,sps,email
28404,icmp,sv_P1
50595,rdp,sv_P5
16804,wsn,sv_P4
64070,ipv6-frag,sv_P3
44098,skip,sv_P2
55994,mfe-nsp,sv_P4
63407,cphb,email
41566,ipip,email
7282,wb-expak,sv_P3
