dstport,protocol,tag
23655,idpr-cmtp,sv_P3
16971,iplt,sv_P4
5697,ggp,sv_P3
52621,st,sv_P1
40107,st,sv_P1
46264,eigrp,sv_P3
38393,pipe,sv_P5
47643,visa,email
45681,trunk-2,sv_P1
15652,idpr,sv_P1
42524,merit-inp,sv_P4
59484,argus,sv_P5
10230,dccp,sv_P1
24568,mux,sv_P3
56373,wb-mon,sv_P2
38464,eigrp,email
45336,pim,sv_P5
13469,srp,sv_P4
1452,ipip,sv_P4
60446,ipv6-route,sv_P3
15451,narp,sv_P5
43689,vines,sv_P2
38585,qnx,sv_P3
64492,mobility header,sv_P1
37694,cbt,email
55111,il,sv_P2
26267,udp,sv_P5
62243,iatp,sv_P2
51126,ddp,sv_P4
3934,isis over ipv4,sv_P2
12820,dccp,email
50322,iso-tp4,sv_P2
9131,xnet,sv_P2
45776,aris,sv_P1
2098,visa,sv_P5
40561,eigrp,email
20839,visa,sv_P3
37028,udp,sv_P4
40285,dcn-meas,email
37345,igmp,sv_P3
26613,micp,email
29757,micp,sv_P2
44568,hmp,email
48482,ipv4,sv_P3
35944,prm,sv_P5
58025,ippc,sv_P1
47782,nvp-ii,sv_P1
29535,idpr,sv_P5
47467,cbt,sv_P2
63981,mobility header,email
53967,esp,sv_P5
47157,fire,email
33808,ipcomp,email
23018,sctp,sv_P1
61876,emcon,sv_P5
21545,sun-nd,sv_P4
46067,trunk-2,sv_P5
28589,hmp,email
18362,mpls-in-ip,sv_P2
522,pim,sv_P3
45376,mfe-nsp,sv_P2
61128,sscopmce,email
42312,sps,sv_P5
2639,ipcv,email
46083,st,sv_P3
64212,iptm,sv_P5
31323,ippc,sv_P3
41937,crudp,email
27502,igp,email
40884,shim6,email
31967,idpr,email
45173,l2tp,sv_P3
34201,ippc,sv_P4
48946,sm,email
9250,cpnx,email
34767,smp,sv_P5
58891,sscopmce,sv_P5
37858,a/n,sv_P3
7937,igmp,email
16141,pup,email
28108,l2tp,sv_P1
12627,shim6,sv_P1
37068,rsvp-e2e-ignore,sv_P4
43628,emcon,sv_P5
20111,fire,sv_P4
1912,pnni,sv_P3
35876,leaf-2,sv_P4
31437,smp,sv_P2
37383,br-sat-mon,sv_P3
8482,igp,sv_P1
36065,aris,sv_P5
10407,narp,sv_P4
64095,icmp,sv_P4
52811,sps,sv_P4
13186,cphb,sv_P3
5398,ipv4,sv_P1
21496,crudp,sv_P3
18720,ipv6-nonxt,sv_P1
26636,pipe,sv_P4
2940,min-ipv4,sv_P3
50854,emcon,sv_P3
24509,min-ipv4,sv_P5
18105,nvp-ii,sv_P1
22142,srp,sv_P1
41295,crudp,email
62932,nsh,sv_P4
4698,ptp,sv_P1
64583,ipx-in-ip,sv_P5
25482,argus,sv_P1
60695,cphb,email
51626,scps,sv_P2
10177,sps,sv_P2
5548,bbn-rcc-mon,sv_P2
19626,min-ipv4,email
6027,udp,sv_P4
28346,xns-idp,sv_P5
19907,wb-expak,sv_P1
29197,tcf,sv_P4
38486,gmtp,sv_P3
47295,br-sat-mon,sv_P1
30308,ippc,sv_P5
33477,secure-vmtp,sv_P4
57099,udp,sv_P3
29039,trunk-1,sv_P4
43336,idrp,sv_P3
7913,tcp,sv_P2
29964,sat-mon,sv_P3
60359,bbn-rcc-mon,email
1508,esp,sv_P3
64403,gre,sv_P2
52240,ipv6-route,sv_P4
41188,l2tp,sv_P2
51027,sps,sv_P5
1924,igmp,sv_P1
36613,sm,sv_P4
7484,chaos,sv_P2
53373,scps,email
64991,udplite,sv_P4
19855,sctp,sv_P3
49284,leaf-1,email
45372,br-sat-mon,sv_P5
30991,wb-expak,sv_P1
23502,aggfrag,sv_P2
44969,fc,sv_P1
22982,mobility header,sv_P4
59289,udp,sv_P4
37739,bna,sv_P3
36439,dgp,sv_P4
11365,srp,email
22884,manet,sv_P2
54538,wb-mon,sv_P4
852,igp,sv_P1
28362,micp,sv_P5
5334,pim,sv_P4
31430,scps,sv_P4
27369,tcf,sv_P5
28473,i-nlsp,sv_P3
35986,a/n,sv_P3
55110,nsh,email
20258,icmp,sv_P1
39462,nsfnet-igp,email
18209,stp,sv_P5
56895,sscopmce,sv_P2
4524,3pc,sv_P2
22001,manet,sv_P3
56662,cftp,sv_P4
55258,cpnx,sv_P5
32993,xns-idp,sv_P4
15532,crtp,email
13098,idpr,sv_P1
65141,sdrp,email
61810,idpr,sv_P1
39528,pup,sv_P4
40288,ggp,sv_P2
8206,idrp,sv_P1
65477,ax.25,sv_P2
60615,iso-tp4,sv_P2
41921,wb-expak,sv_P2
56193,smp,sv_P2
33064,tp++,sv_P2
18069,ipip,email
23581,ipv6-icmp,sv_P5
17408,mobility header,sv_P4
8103,etherip,email
24852,tlsp,email
51182,xnet,sv_P1
8098,irtp,sv_P5
60884,sat-expak,sv_P1
27603,tlsp,sv_P4
25735,wesp,email
41478,idpr,sv_P4
55821,ipcomp,sv_P2
45385,ospfigp,sv_P1
32765,igmp,sv_P5
8432,crudp,sv_P4
16473,trunk-2,sv_P4
31889,cbt,sv_P5
2135,gre,sv_P2
59615,igmp,sv_P3
60880,ptp,sv_P1
63388,sun-nd,sv_P2
8791,pnni,sv_P4
60059,l2tp,email
5236,shim6,email
45398,xnet,email
42958,emcon,sv_P5
59102,stp,sv_P1
32507,udplite,sv_P5
52832,fc,sv_P5
47838,br-sat-mon,sv_P5
59843,fc,sv_P2
65251,st,sv_P3
15408,mpls-in-ip,sv_P4
41119,sat-expak,sv_P2
59742,ipcv,sv_P2
9001,nsfnet-igp,sv_P5
46853,isis over ipv4,sv_P3
47061,pup,sv_P2
64833,igp,sv_P3
2001,crudp,sv_P4
47415,dgp,email
43331,egp,sv_P5
36659,hip,sv_P5
4106,igmp,sv_P5
47033,udplite,sv_P2
146,ipv4,sv_P4
40274,aris,sv_P5
9766,sat-mon,sv_P4
47646,secure-vmtp,sv_P2
21959,idrp,sv_P1
17598,sat-expak,sv_P2
64613,ethernet,sv_P2
25987,uti,sv_P1
2551,chaos,sv_P3
44564,mux,sv_P2
46467,rsvp-e2e-ignore,sv_P4
38442,aris,sv_P2
54984,tlsp,sv_P4
20942,rdp,sv_P3
44431,iplt,sv_P2
49719,tcp,email
19624,argus,sv_P1
33331,cbt,email
20465,sat-mon,sv_P1
50542,ospfigp,sv_P3
12367,secure-vmtp,email
3057,udplite,email
31654,bbn-rcc-mon,email
22892,idpr-cmtp,email
54836,xnet,sv_P4
38195,dcn-meas,email
24045,vrrp,sv_P1
16724,sscopmce,sv_P3
33063,ipcomp,sv_P4
35222,dccp,sv_P1
21294,ipv6-route,email
56196,ipv6-nonxt,sv_P2
56391,iptm,sv_P2
35620,sm,sv_P5
1276,xnet,sv_P4
13907,smp,sv_P3
1400,sdrp,sv_P1
22762,idpr,sv_P1
55713,sscopmce,sv_P5
19327,leaf-2,sv_P4
15399,hopopt,sv_P2
6088,sun-nd,sv_P5
48501,ipcomp,sv_P3
10403,egp,sv_P1
61605,ptp,sv_P5
38362,3pc,sv_P3
1541,esp,sv_P5
37415,ippc,email
4285,cpnx,sv_P4
730,ospfigp,sv_P5
41962,prm,sv_P4
24168,ggp,sv_P2
280,pup,email
51996,aggfrag,sv_P2
37282,netblt,sv_P5
59348,ipv4,sv_P1
53033,sps,sv_P1
5841,nvp-ii,sv_P3
31172,ifmp,sv_P2
27035,prm,sv_P3
39218,qnx,sv_P2
33411,secure-vmtp,email
63885,xtp,sv_P2
58212,etherip,email
33848,netblt,sv_P3
56559,sprite-rpc,sv_P5
49166,bna,sv_P1
10892,sm,sv_P4
37330,icmp,sv_P1
3160,ethernet,sv_P4
28552,ipv6-route,sv_P5
14868,tlsp,sv_P5
45180,ipv6,sv_P2
36829,trunk-2,sv_P5
42044,rvd,email
47202,ddx,sv_P2
24285,prm,sv_P3
11701,br-sat-mon,email
26199,idpr,sv_P1
65385,xnet,sv_P4
34848,ggp,sv_P3
17921,trunk-1,sv_P1
49340,chaos,sv_P5
33462,sctp,sv_P1
64793,compaq-peer,sv_P1
23355,scps,sv_P5
52452,cphb,sv_P5
22691,gmtp,sv_P5
48461,visa,sv_P4
51497,trunk-2,sv_P2
22852,ipv4,sv_P4
20771,vmtp,sv_P4
53963,isis over ipv4,sv_P1
50383,ipv6-nonxt,sv_P4
58672,bbn-rcc-mon,sv_P5
16729,gre,sv_P4
47632,rdp,sv_P1
42299,ifmp,email
24958,nsfnet-igp,sv_P1
12219,br-sat-mon,sv_P4
61856,nsh,sv_P2
10940,icmp,email
8784,icmp,sv_P1
60043,pvp,sv_P1
52683,dgp,sv_P2
4742,dsr,sv_P2
20299,igmp,sv_P5
57008,tlsp,sv_P1
27945,hmp,sv_P2
2640,ippc,sv_P4
61071,ethernet,email
30958,icmp,sv_P4
61207,ptp,sv_P3
46858,ipv6-nonxt,email
23831,ptp,sv_P5
54169,cphb,sv_P5
11743,br-sat-mon,sv_P1
23205,vines,sv_P1
53764,shim6,sv_P5
15440,rsvp-e2e-ignore,sv_P3
36893,aris,sv_P4
59724,sat-expak,sv_P4
18294,ipv6-nonxt,sv_P1
55175,aris,sv_P2
24624,iptm,sv_P4
58043,xns-idp,sv_P2
32302,ax.25,sv_P1
27900,tlsp,email
26864,ddx,sv_P3
38898,hip,sv_P1
41995,skip,sv_P5
28910,bna,sv_P1
11131,ethernet,sv_P4
41581,netblt,sv_P1
55236,xns-idp,sv_P2
61503,trunk-2,sv_P5
61258,ipip,sv_P2
20292,sat-expak,sv_P4
5493,pim,sv_P1
32142,pipe,sv_P3
65298,egp,email
52012,visa,email
44748,tcp,sv_P4
38169,dgp,sv_P5
46989,bbn-rcc-mon,sv_P2
55752,ipv6-route,email
36772,swipe,sv_P4
64401,scps,sv_P5
59335,hip,sv_P3
5574,prm,sv_P3
64554,scps,sv_P1
35368,fc,email
9747,ipv4,sv_P4
50293,hmp,sv_P1
58214,kryptolan,sv_P1
58318,icmp,sv_P1
17506,tlsp,email
54474,ddp,sv_P5
3410,sps,sv_P3
23027,ipv6,email
55642,ah,email
30326,rsvp,sv_P1
51910,isis over ipv4,email
63782,vrrp,sv_P3
15110,hip,sv_P1
11887,sat-expak,sv_P2
53478,encap,sv_P5
52817,egp,sv_P5
15329,egp,sv_P5
18921,ddp,sv_P4
8854,pvp,email
61861,idpr-cmtp,sv_P3
48853,bbn-rcc-mon,email
13370,mux,sv_P1
21052,pnni,sv_P4
27205,ifmp,sv_P4
56959,nsh,email
17822,tcp,sv_P4
32683,crtp,email
30507,kryptolan,sv_P2
7038,fc,sv_P1
29794,larp,sv_P4
32003,mtp,email
47361,3pc,sv_P4
65102,ggp,sv_P1
42650,sscopmce,sv_P1
56453,sdrp,sv_P3
58854,snp,sv_P1
64321,merit-inp,sv_P5
39343,iplt,email
40631,nsfnet-igp,sv_P1
6055,wesp,sv_P2
37152,mux,sv_P4
56232,netblt,sv_P1
47040,ddx,email
27961,snp,sv_P1
27875,etherip,sv_P5
1129,visa,sv_P2
20660,a/n,email
36974,hopopt,sv_P3
60982,vines,sv_P4
12165,dccp,sv_P4
23745,bbn-rcc-mon,sv_P3
46782,il,email
32427,kryptolan,sv_P2
12953,gre,sv_P3
54671,uti,email
56294,rsvp-e2e-ignore,sv_P4
46550,sscopmce,sv_P3
58747,skip,sv_P4
38127,smp,sv_P1
8831,crudp,sv_P5
31491,mux,sv_P2
65122,merit-inp,sv_P2
23228,compaq-peer,sv_P3
7262,qnx,sv_P5
44750,xns-idp,email
64798,fc,sv_P4
16785,rsvp,sv_P5
40810,etherip,sv_P1
53882,tcp,sv_P2
14504,udp,email
41755,kryptolan,sv_P3
15570,ipv6,sv_P2
21893,ipv6-opts,sv_P4
25156,wsn,sv_P4
16404,rsvp,sv_P4
18546,ipv6-route,sv_P1
29007,ddp,sv_P3
37242,gmtp,email
39126,ah,sv_P1
14707,compaq-peer,sv_P3
2982,i-nlsp,sv_P4
26407,wb-mon,sv_P4
55182,emcon,sv_P5
28926,mtp,email
13229,emcon,sv_P4
19632,iplt,sv_P3
21773,min-ipv4,sv_P2
37117,wsn,sv_P3
53653,pnni,sv_P5
19072,wsn,sv_P5
36393,ggp,sv_P2
51606,pvp,sv_P4
41439,sps,email
112,vines,sv_P1
21429,sscopmce,email
55463,nsh,sv_P1
16450,pup,sv_P3
64519,leaf-2,sv_P3
24731,st,sv_P5
31272,narp,sv_P5
33820,dcn-meas,sv_P3
12847,chaos,sv_P2
64209,dccp,sv_P2
26645,trunk-2,email
53286,wb-mon,sv_P1
8417,wesp,sv_P1
61997,mux,sv_P4
55251,rsvp,sv_P4
65092,argus,sv_P5
37930,encap,sv_P4
29702,ddp,sv_P3
11224,mux,sv_P1
23634,vrrp,sv_P5
50364,vrrp,email
49072,nsfnet-igp,email
20578,trunk-2,sv_P4
26678,trunk-1,sv_P3
31469,sscopmce,email
26963,sm,sv_P1
3335,ipv6-nonxt,sv_P3
55989,dccp,sv_P4
5446,irtp,sv_P1
42617,igmp,sv_P5
9067,merit-inp,sv_P4
25405,cbt,sv_P1
58385,nsh,sv_P2
22987,iatp,sv_P2
3520,ospfigp,email
23212,st,sv_P3
33893,iso-tp4,sv_P2
32189,iatp,sv_P5
57873,ifmp,sv_P2
8824,udp,sv_P3
29115,iso-ip,email
54147,esp,sv_P4
53183,st,sv_P2
33528,uti,sv_P4
23281,sps,sv_P4
13049,hip,sv_P3
64185,pvp,sv_P3
44722,wesp,sv_P2
38622,fc,sv_P4
65370,snp,sv_P3
22068,prm,sv_P1
57214,compaq-peer,email
7288,sat-mon,sv_P5
11971,cftp,sv_P1
50530,crtp,sv_P2
33467,stp,sv_P2
9491,cpnx,sv_P3
12643,mux,sv_P5
55495,ipv6-route,sv_P3
13118,pim,sv_P4
2861,idpr-cmtp,sv_P4
61941,micp,sv_P1
48741,a/n,sv_P5
38950,pnni,sv_P2
64552,nvp-ii,sv_P3
36045,qnx,email
24433,dcn-meas,sv_P1
13753,a/n,sv_P5
37306,manet,sv_P2
21402,aris,sv_P5
64405,ipv6-nonxt,sv_P1
6995,srp,sv_P3
39258,snp,sv_P1
62925,encap,email
55232,ax.25,sv_P5
2845,prm,sv_P4
41812,cftp,sv_P1
31699,igp,email
1108,swipe,sv_P3
41875,ifmp,email
54594,shim6,sv_P1
963,pim,sv_P1
59475,i-nlsp,sv_P5
46124,eigrp,email
8537,mobility header,sv_P5
5632,emcon,sv_P4
31435,vmtp,sv_P1
53753,iplt,sv_P4
2933,gre,sv_P3
48059,aris,sv_P5
56869,tcp,sv_P1
57928,xns-idp,sv_P3
62327,tp++,sv_P2
47183,scps,sv_P5
48770,igp,email
5768,iso-ip,sv_P2
36142,leaf-1,sv_P2
64771,sscopmce,sv_P3
27715,snp,sv_P2
10910,chaos,sv_P5
49045,udp,sv_P3
4783,wesp,email
28561,wb-expak,sv_P5
57730,sun-nd,sv_P1
31113,ddx,sv_P5
16356,tp++,sv_P3
27590,pup,sv_P2
4543,sdrp,sv_P1
40301,iso-ip,sv_P2
50337,merit-inp,sv_P2
46757,aggfrag,sv_P4
60472,wsn,sv_P2
22020,wb-expak,sv_P1
21309,leaf-1,sv_P5
20402,emcon,sv_P1
16938,compaq-peer,sv_P2
39209,nsh,sv_P2
61028,ipv6-frag,email
25302,stp,sv_P1
45784,nvp-ii,sv_P5
50469,vrrp,sv_P3
17964,br-sat-mon,sv_P4
37559,st,sv_P3
62178,ospfigp,sv_P3
63853,etherip,sv_P3
1694,cbt,sv_P5
5969,tlsp,sv_P5
35747,scc-sp,sv_P4
65030,igmp,sv_P5
36348,idpr-cmtp,sv_P3
45238,pup,sv_P3
745,iplt,sv_P2
85,aggfrag,sv_P5
13153,sm,sv_P4
41405,aris,sv_P1
60455,ipv6-opts,sv_P2
4857,scc-sp,email
20696,hmp,sv_P5
12206,crtp,sv_P2
790,3pc,email
63107,isis over ipv4,sv_P2
20133,vmtp,sv_P5
12164,wsn,email
4844,mfe-nsp,email
21069,rsvp,email
33606,irtp,sv_P4
691,trunk-1,sv_P5
61901,ipcomp,email
50004,gmtp,sv_P3
29185,br-sat-mon,sv_P2
46370,ipv6-route,email
28477,ddx,sv_P1
11888,sat-expak,sv_P4
5137,bbn-rcc-mon,sv_P3
55263,rsvp,email
64025,ptp,email
18697,wb-mon,sv_P5
29377,tcf,sv_P1
64191,cbt,sv_P5
61035,ddx,sv_P3
47408,ipcv,sv_P3
18198,iso-tp4,sv_P3
11395,pgm,sv_P5
711,dsr,sv_P5
58540,esp,sv_P4
52712,chaos,sv_P1
8044,icmp,sv_P2
6597,mfe-nsp,sv_P1
41719,sprite-rpc,sv_P5
59071,bna,sv_P5
58122,pgm,email
44460,snp,sv_P3
63655,br-sat-mon,sv_P3
39695,ethernet,email
43979,rvd,email
57741,rsvp-e2e-ignore,sv_P3
36182,uti,email
18551,fc,email
12649,leaf-1,sv_P4
60518,tcf,sv_P1
46210,ipv6-frag,sv_P5
36265,dsr,sv_P2
23688,nsfnet-igp,sv_P3
48606,ddp,sv_P2
34948,iso-tp4,sv_P3
27942,trunk-1,sv_P4
52375,pgm,sv_P4
32363,rvd,sv_P4
15915,il,sv_P2
60132,fire,sv_P5
33050,gre,email
28447,wesp,sv_P5
29897,gre,sv_P2
28421,leaf-2,sv_P4
36031,iso-ip,email
4362,eigrp,sv_P3
59806,emcon,sv_P4
29343,narp,email
52070,sps,sv_P2
36812,ggp,sv_P1
36074,rvd,sv_P1
43983,udp,sv_P4
26260,crudp,sv_P1
12771,shim6,email
56812,tcf,sv_P2
7827,nvp-ii,sv_P2
50430,dgp,sv_P1
46366,vines,sv_P3
18040,hopopt,sv_P4
545,udplite,sv_P2
54069,etherip,sv_P1
19008,iplt,sv_P2
40070,sun-nd,sv_P5
4289,ipv4,sv_P4
17445,srp,sv_P2
48862,dccp,sv_P2
41552,secure-vmtp,email
31224,rdp,sv_P1
56798,larp,sv_P5
6416,uti,sv_P4
31242,dgp,sv_P1
32425,tcf,sv_P4
25154,etherip,sv_P2
22811,udplite,sv_P3
11961,crudp,email
20286,ipv4,sv_P1
59978,etherip,sv_P1
2383,wb-expak,sv_P2
36310,udplite,sv_P5
39741,esp,sv_P2
17742,rdp,email
13677,cpnx,sv_P4
50899,merit-inp,sv_P3
11488,l2tp,sv_P3
21566,xns-idp,sv_P5
4157,idpr-cmtp,sv_P1
2344,srp,sv_P1
65446,rsvp-e2e-ignore,email
9868,esp,sv_P5
46879,ippc,sv_P4
18519,mfe-nsp,sv_P4
23711,swipe,email
16921,a/n,email
55611,a/n,sv_P2
30186,hmp,sv_P2
64552,rohc,sv_P1
25447,ah,sv_P1
61538,sctp,sv_P3
63943,dsr,sv_P1
24202,pgm,email
34823,nvp-ii,sv_P2
18493,iso-tp4,sv_P1
671,xns-idp,sv_P2
55123,ipx-in-ip,email
47191,aggfrag,sv_P1
29874,ipv6-nonxt,sv_P1
54569,bbn-rcc-mon,sv_P4
56787,fire,sv_P5
43022,xns-idp,sv_P1
43282,scps,sv_P5
41199,kryptolan,sv_P5
60473,dccp,sv_P2
56149,pnni,sv_P1
8031,scps,sv_P2
5957,tcp,sv_P2
5731,pnni,sv_P3
40709,crudp,sv_P4
64645,snp,sv_P3
8523,tlsp,sv_P1
8712,chaos,sv_P4
31355,fire,email
43811,iatp,email
18231,ipv6-opts,sv_P1
17675,encap,sv_P4
40880,cbt,sv_P5
53,wsn,sv_P4
36943,ax.25,sv_P4
14005,sps,sv_P3
28674,sat-expak,sv_P5
5509,br-sat-mon,sv_P2
27159,mpls-in-ip,sv_P5
349,rdp,sv_P3
16312,stp,sv_P5
16624,wesp,email
56244,eigrp,sv_P5
35980,tcp,sv_P1
24506,sprite-rpc,email
32380,netblt,sv_P3
18261,sat-mon,sv_P2
37831,xns-idp,sv_P1
18814,trunk-2,sv_P5
30092,secure-vmtp,sv_P1
44501,visa,sv_P4
14154,trunk-1,sv_P1
17714,crudp,email
1490,ethernet,email
8751,tlsp,email
56900,rsvp-e2e-ignore,sv_P5
64327,pup,sv_P4
45615,visa,sv_P4
24400,idpr,sv_P5
23841,sprite-rpc,sv_P4
38600,rsvp-e2e-ignore,sv_P1
17785,aggfrag,sv_P3
56074,mfe-nsp,sv_P1
21207,ggp,sv_P1
22610,trunk-1,sv_P4
50424,ipv6,sv_P1
5371,iso-tp4,sv_P3
12777,pipe,email
11167,leaf-1,email
39687,chaos,sv_P3
21992,fire,sv_P4
30632,trunk-2,sv_P1
37431,pipe,sv_P1
36307,rsvp-e2e-ignore,sv_P3
22986,encap,email
289,gmtp,sv_P4
14400,ippc,sv_P3
49401,br-sat-mon,sv_P4
19829,nsh,email
52984,idpr-cmtp,email
59360,isis over ipv4,sv_P4
12904,smp,sv_P5
33131,narp,sv_P5
448,hopopt,sv_P3
44614,argus,sv_P4
29042,ggp,sv_P2
39619,tcp,sv_P4
18691,idpr,sv_P4
6088,nsh,sv_P3
17408,ipv4,sv_P1
62080,leaf-2,sv_P4
63653,tlsp,sv_P3
34852,swipe,sv_P4
34470,fire,sv_P1
57039,pipe,sv_P5
37333,cphb,sv_P5
2035,ipip,sv_P5
44379,crudp,email
9952,xns-idp,sv_P3
58723,fc,sv_P1
4068,ax.25,sv_P4
25562,kryptolan,sv_P2
49755,sdrp,sv_P4
7282,vrrp,sv_P5
21161,3pc,email
64917,sprite-rpc,sv_P5
58960,br-sat-mon,sv_P2
34192,mobility header,sv_P4
20435,l2tp,sv_P3
40618,leaf-2,sv_P3
14203,iplt,sv_P3
15830,sps,sv_P5
5606,tp++,sv_P1
44169,leaf-2,sv_P3
53880,cpnx,sv_P5
19670,irtp,sv_P3
48441,ipv4,sv_P3
28267,bbn-rcc-mon,sv_P3
21823,rsvp,email
27862,tcp,sv_P3
10324,isis over ipv4,sv_P5
35963,idrp,sv_P1
39845,l2tp,sv_P1
1553,dgp,sv_P4
26844,vmtp,sv_P2
51898,il,sv_P1
39839,hopopt,email
32945,il,sv_P3
33200,min-ipv4,sv_P5
49273,ipv6,sv_P1
43007,manet,sv_P4
24439,cphb,sv_P5
34748,iptm,sv_P3
33946,sdrp,sv_P4
15745,ippc,sv_P2
28389,compaq-peer,sv_P2
60008,fire,sv_P5
8333,ipv6-icmp,sv_P2
61902,tlsp,sv_P4
38285,sat-mon,sv_P3
52249,leaf-2,sv_P3
35495,crudp,sv_P1
4005,ipv6,sv_P3
46697,xns-idp,sv_P4
24327,rdp,sv_P2
2203,cpnx,sv_P1
35467,cphb,sv_P2
35035,merit-inp,sv_P5
2801,argus,sv_P5
22412,nvp-ii,sv_P3
33953,swipe,sv_P5
44448,wb-expak,sv_P2
53569,tcp,sv_P5
38374,sprite-rpc,sv_P1
58692,i-nlsp,sv_P5
26450,esp,sv_P3
23707,eigrp,sv_P5
4737,isis over ipv4,sv_P2
6209,sm,sv_P4
38763,udplite,sv_P5
52513,udplite,sv_P1
39364,st,sv_P5
22870,ah,sv_P5
32019,cphb,sv_P3
7794,idrp,sv_P1
32172,ah,sv_P5
48525,ipcomp,email
17995,ggp,email
41194,cftp,sv_P5
6446,swipe,sv_P4
44325,fire,sv_P5
31031,idrp,sv_P4
62260,rohc,sv_P1
33992,rvd,sv_P5
57719,egp,sv_P4
36164,leaf-2,sv_P4
17790,xtp,sv_P2
39794,dgp,sv_P5
17394,vmtp,sv_P1
60222,sscopmce,sv_P1
36550,qnx,sv_P3
3551,egp,sv_P2
57859,iso-tp4,sv_P5
28161,sscopmce,sv_P2
1051,ipv6-opts,sv_P2
32230,sun-nd,sv_P3
64330,pnni,sv_P5
36545,ipip,sv_P5
46942,pgm,sv_P1
8388,kryptolan,email
6565,ipv6-route,sv_P5
41260,wesp,sv_P3
51841,encap,sv_P2
64909,wesp,sv_P1
37574,prm,sv_P4
50895,iso-ip,email
28741,mux,sv_P5
31673,iplt,sv_P4
7733,tcp,email
25852,tcp,sv_P3
44635,emcon,sv_P4
9746,nsfnet-igp,sv_P4
4046,crudp,sv_P4
17374,ipv6-icmp,sv_P1
34499,3pc,sv_P1
18828,pup,email
4208,igp,email
20785,trunk-2,email
44437,cphb,sv_P2
41858,manet,sv_P5
4697,scc-sp,sv_P4
1868,manet,sv_P5
6067,rsvp,sv_P3
10417,ospfigp,sv_P2
25959,ipv6-frag,sv_P5
24181,snp,sv_P4
51978,leaf-2,sv_P5
29084,prm,sv_P4
12338,st,sv_P5
53357,mobility header,sv_P4
52545,igmp,sv_P1
46028,igp,sv_P4
52262,cbt,sv_P1
14081,gre,sv_P4
26690,sscopmce,sv_P4
31953,swipe,sv_P1
30651,icmp,email
5297,tp++,sv_P1
39442,smp,sv_P2
60414,xnet,sv_P1
12527,pipe,email
61400,bbn-rcc-mon,email
32769,chaos,sv_P4
53798,chaos,sv_P3
35130,dcn-meas,sv_P1
22847,shim6,sv_P1
41267,encap,sv_P3
45890,leaf-2,sv_P3
22353,pnni,sv_P3
7098,sctp,email
2059,egp,sv_P4
9450,dccp,sv_P3
5008,ah,sv_P5
26583,pim,email
23537,pim,sv_P3
60755,larp,sv_P2
26950,udplite,sv_P3
7845,mtp,sv_P4
7983,crtp,sv_P1
39535,aris,sv_P1
5339,mobility header,email
27665,cpnx,sv_P3
64461,rvd,sv_P3
20507,gre,sv_P5
57937,ax.25,sv_P2
15888,tlsp,sv_P3
51617,emcon,email
32377,encap,sv_P4
47572,leaf-1,sv_P5
8298,ipv6-route,sv_P2
16404,sps,sv_P4
37424,pvp,sv_P3
37601,pgm,sv_P4
13634,vmtp,email
47606,skip,email
45394,larp,sv_P5
61014,mobility header,sv_P5
38146,pup,sv_P2
56599,ipv6-icmp,email
8441,egp,sv_P5
55423,sat-expak,sv_P5
25547,aris,sv_P4
51613,sscopmce,sv_P4
10378,ipv6-route,sv_P5
40178,i-nlsp,sv_P2
36013,rohc,sv_P2
19044,nvp-ii,sv_P1
58964,aggfrag,sv_P2
63655,cftp,sv_P1
54087,idpr,sv_P4
17442,ipv6-opts,sv_P4
63950,dgp,sv_P1
9281,ddp,sv_P5
32777,rsvp,sv_P2
57677,ipip,sv_P5
25163,iso-ip,sv_P5
8219,snp,sv_P1
5084,cftp,sv_P4
43638,sdrp,sv_P5
13317,iso-tp4,email
60690,ethernet,sv_P2
54310,ax.25,sv_P5
37351,emcon,sv_P2
37043,larp,sv_P1
15388,tcf,email
36098,a/n,email
1278,qnx,email
41475,ddx,sv_P3
56777,idpr,sv_P3
35618,ipv6-opts,sv_P5
10669,visa,sv_P3
46575,st,sv_P3
46673,hmp,sv_P5
16721,crtp,sv_P3
35400,rdp,sv_P5
31764,vines,sv_P5
20960,fc,sv_P3
54285,cftp,sv_P5
50832,sun-nd,sv_P3
8545,mfe-nsp,sv_P1
21920,cftp,sv_P3
10669,emcon,sv_P4
26528,idrp,sv_P2
21783,esp,email
20066,sat-mon,sv_P3
50609,dsr,sv_P3
32373,ax.25,sv_P2
61012,egp,sv_P5
41015,ipv6-route,email
38971,dgp,sv_P3
50947,sscopmce,sv_P1
41169,i-nlsp,sv_P5
41814,srp,email
36798,manet,sv_P4
14788,tp++,sv_P2
50597,xtp,sv_P5
53949,netblt,sv_P3
15692,pgm,sv_P3
48435,pup,sv_P5
17136,scc-sp,sv_P3
11996,l2tp,sv_P5
20742,isis over ipv4,sv_P4
3990,sps,sv_P3
35295,swipe,sv_P5
50063,rdp,sv_P2
51335,secure-vmtp,sv_P2
3123,ah,sv_P5
8611,ptp,sv_P2
59689,hip,sv_P3
25001,tcf,sv_P2
47844,idpr,email
24285,idrp,sv_P1
21141,tlsp,sv_P2
19640,snp,sv_P5
13134,a/n,sv_P5
13722,fire,sv_P1
43135,manet,sv_P2
48932,etherip,sv_P3
32221,ptp,sv_P3
56398,iatp,email
62557,xns-idp,sv_P5
14904,larp,sv_P5
51205,dsr,sv_P2
34007,aggfrag,email
34518,sdrp,sv_P1
